,Date,MA,VFC,CF,GPS,sp0,sprets0,spmn0,sp_spmn0,spmn_30,sp_spmn_30,spmn_50,sp_spmn_50,spmn_100,sp_spmn_100,spmn_150,sp_spmn_150,spmn_170,sp_spmn_170,spmn_5tau0,sp_stdev0
683,9/19/2016,99.68,56.58,23.68,23.18,0.5,-0.23,1.86,0.27,1.67,0.3,1.55,0.32,1.4,0.36,1.24,0.4,0.96,0.52,1,0.0
684,9/20/2016,100.49,56.14,23.3,22.59,0.7100000000000009,0.42,1.78,0.4,1.53,0.46,1.43,0.5,1.35,0.53,0.99,0.72,0.72,0.99,1,0.0
685,9/21/2016,101.26,56.72,23.03,22.48,0.5500000000000007,-0.23,1.67,0.33,1.45,0.38,1.35,0.41,1.32,0.42,0.86,0.64,0.67,0.82,1,0.0
686,9/22/2016,102.12,56.88,23.23,22.58,0.6500000000000021,0.18,1.52,0.43,1.35,0.48,1.23,0.53,1.2,0.54,0.7,0.93,0.59,1.1,1,0.0
687,9/23/2016,101.66,56.95,22.63,22.62,0.00999999999999801,-0.98,1.41,0.01,1.27,0.01,1.18,0.01,1.07,0.01,0.65,0.02,0.61,0.02,1,0.0
688,9/26/2016,101.16,55.82,22.64,22.23,0.41000000000000014,40.0,1.31,0.31,1.14,0.36,1.13,0.36,0.92,0.45,0.51,0.8,0.48,0.85,1,0.0
689,9/27/2016,101.45,56.58,22.89,22.29,0.6000000000000014,0.46,1.21,0.5,1.08,0.56,1.09,0.55,0.77,0.78,0.5,1.2,0.47,1.28,1,0.0
690,9/28/2016,101.51,55.67,23.95,22.06,1.8900000000000006,2.15,1.14,1.66,1.07,1.77,1.06,1.78,0.68,2.78,0.49,3.86,0.44,4.3,-1,0.0
691,9/29/2016,100.61,55.39,24.2,21.7,2.5,0.32,1.11,2.25,1.11,2.25,1.06,2.36,0.7,3.57,0.69,3.62,0.71,3.52,-1,0.0
692,9/30/2016,101.77,56.05,24.35,22.24,2.110000000000003,-0.16,1.16,1.82,1.18,1.79,1.07,1.97,0.83,2.54,0.94,2.24,1.08,1.95,-1,0.0
693,10/3/2016,101.88,55.98,24.21,21.82,2.3900000000000006,0.13,1.22,1.96,1.19,2.01,1.09,2.19,0.93,2.57,1.17,2.04,1.5,1.59,-1,0.0
694,10/4/2016,101.22,56.19,24.4,21.78,2.6199999999999974,0.1,1.27,2.06,1.2,2.18,1.1,2.38,1.08,2.43,1.42,1.85,1.9,1.38,-1,0.0
695,10/5/2016,102.4,54.71,24.86,22.53,2.3299999999999983,-0.11,1.35,1.73,1.24,1.88,1.16,2.01,1.25,1.86,1.79,1.3,2.3,1.01,-1,0.0
696,10/6/2016,102.94,54.68,24.66,22.78,1.879999999999999,-0.19,1.36,1.38,1.25,1.5,1.2,1.57,1.4,1.34,2.06,0.91,2.39,0.79,-1,0.0
697,10/7/2016,102.25,54.56,23.95,26.25,2.3000000000000007,0.22,1.34,1.72,1.26,1.83,1.25,1.84,1.5,1.53,2.25,1.02,2.27,1.01,-1,0.0
698,10/10/2016,102.65,55.04,23.86,26.42,2.5600000000000023,0.11,1.37,1.87,1.29,1.98,1.33,1.92,1.64,1.56,2.3,1.11,2.3,1.11,-1,0.0
699,10/11/2016,101.35,54.18,23.46,26.56,3.099999999999998,0.21,1.38,2.25,1.38,2.25,1.45,2.14,1.8,1.72,2.31,1.34,2.34,1.32,-1,0.0
700,10/12/2016,101.36,54.73,22.92,26.85,3.9299999999999997,0.27,1.45,2.71,1.49,2.64,1.59,2.47,2.06,1.91,2.45,1.6,2.43,1.62,-1,0.0
701,10/13/2016,100.65,54.65,23.04,26.54,3.5,-0.11,1.55,2.26,1.67,2.1,1.8,1.94,2.35,1.49,2.67,1.31,2.75,1.27,-1,0.0
702,10/14/2016,100.88,54.6,22.28,26.45,4.169999999999998,0.19,1.67,2.5,1.82,2.29,1.96,2.13,2.59,1.61,2.8,1.49,3.08,1.35,-1,0.0
703,10/17/2016,100.85,54.14,22.6,26.16,3.5599999999999987,-0.15,1.81,1.97,2.01,1.77,2.17,1.64,2.78,1.28,3.06,1.16,3.45,1.03,-1,0.0
704,10/18/2016,101.73,54.48,23.46,25.91,2.4499999999999993,-0.31,1.95,1.26,2.16,1.13,2.34,1.05,2.87,0.85,3.3,0.74,3.65,0.67,-1,0.0
705,10/19/2016,102.73,54.62,24.15,26.51,2.360000000000003,-0.04,2.03,1.16,2.26,1.04,2.49,0.95,2.9,0.81,3.32,0.71,3.52,0.67,1,0.0
706,10/20/2016,102.55,54.3,24.98,26.48,1.5,-0.36,2.12,0.71,2.35,0.64,2.6,0.58,2.9,0.52,3.3,0.45,3.21,0.47,1,0.0
707,10/21/2016,102.85,54.67,25.92,26.41,0.48999999999999844,-0.67,2.15,0.23,2.43,0.2,2.66,0.18,2.8,0.17,3.07,0.16,2.81,0.17,1,0.0
708,10/24/2016,103.19,53.07,25.35,26.55,1.1999999999999993,1.45,2.15,0.56,2.43,0.49,2.57,0.47,2.65,0.45,2.58,0.47,2.07,0.58,1,0.0
709,10/25/2016,102.88,53.07,25.54,26.61,1.0700000000000003,-0.11,2.18,0.49,2.47,0.43,2.5,0.43,2.59,0.41,2.25,0.48,1.6,0.67,1,0.0
710,10/26/2016,103.22,54.11,25.55,27.0,1.4499999999999993,0.36,2.22,0.65,2.42,0.6,2.44,0.59,2.49,0.58,1.8,0.81,1.32,1.1,1,0.0
711,10/27/2016,103.6,54.39,24.53,26.62,2.09,0.44,2.27,0.92,2.37,0.88,2.38,0.88,2.4,0.87,1.5,1.39,1.14,1.83,1,0.0
712,10/28/2016,106.9,54.32,24.52,27.18,2.66,0.27,2.34,1.14,2.37,1.12,2.35,1.13,2.31,1.15,1.45,1.83,1.26,2.11,-1,0.0
713,10/31/2016,107.02,54.21,24.01,27.59,3.5799999999999983,0.35,2.37,1.51,2.38,1.5,2.37,1.51,2.21,1.62,1.49,2.4,1.69,2.12,-1,0.0
714,11/1/2016,104.96,54.02,24.89,26.84,1.9499999999999993,-0.46,2.42,0.81,2.43,0.8,2.47,0.79,2.21,0.88,1.79,1.09,2.17,0.9,1,0.0
715,11/2/2016,104.0,53.92,24.7,26.91,2.210000000000001,0.13,2.42,0.91,2.41,0.92,2.45,0.9,2.03,1.09,2.0,1.11,2.35,0.94,1,0.0
716,11/3/2016,103.78,53.44,22.6,25.63,3.0299999999999976,0.37,2.41,1.26,2.43,1.25,2.43,1.25,1.92,1.58,2.14,1.42,2.5,1.21,-1,0.0
717,11/4/2016,103.03,53.54,23.11,25.76,2.650000000000002,-0.13,2.43,1.09,2.47,1.07,2.42,1.1,1.97,1.35,2.42,1.1,2.69,0.99,-1,0.0
718,11/7/2016,105.96,54.9,23.29,26.97,3.6799999999999997,0.39,2.44,1.51,2.47,1.49,2.35,1.57,1.99,1.85,2.6,1.42,2.68,1.37,-1,0.0
719,11/8/2016,105.7,54.56,24.34,26.48,2.1400000000000006,-0.42,2.52,0.85,2.5,0.86,2.36,0.91,2.17,0.99,2.82,0.76,2.7,0.79,1,0.0
720,11/9/2016,106.19,55.18,26.48,27.41,0.9299999999999997,-0.57,2.51,0.37,2.41,0.39,2.24,0.42,2.31,0.4,2.75,0.34,2.74,0.34,1,0.0
721,11/10/2016,104.5,56.33,27.13,28.58,1.4499999999999993,0.56,2.44,0.59,2.27,0.64,2.08,0.7,2.29,0.63,2.37,0.61,2.49,0.58,1,0.0
722,11/11/2016,104.62,57.05,27.78,29.07,1.2899999999999991,-0.11,2.37,0.54,2.13,0.61,2.03,0.64,2.32,0.56,2.3,0.56,2.17,0.59,1,0.0
723,11/14/2016,101.14,57.35,28.2,30.1,1.9000000000000021,0.47,2.25,0.84,2.01,0.95,1.96,0.97,2.3,0.83,2.17,0.88,1.9,1.0,1,0.0
724,11/15/2016,102.48,56.65,27.8,29.84,2.039999999999999,0.07,2.17,0.94,1.98,1.03,1.99,1.03,2.29,0.89,2.01,1.01,1.54,1.32,1,0.0
725,11/16/2016,104.0,56.13,27.44,30.43,2.9899999999999984,0.47,2.08,1.44,1.96,1.53,2.08,1.44,2.24,1.33,1.92,1.56,1.52,1.97,-1,0.0
726,11/17/2016,104.45,56.84,27.09,30.71,3.620000000000001,0.21,2.05,1.77,2.04,1.77,2.18,1.66,2.19,1.65,1.82,1.99,1.93,1.88,-1,0.0
727,11/18/2016,104.78,54.52,28.96,25.61,3.3500000000000014,-0.07,2.1,1.6,2.21,1.52,2.33,1.44,2.33,1.44,2.03,1.65,2.37,1.41,-1,0.0
728,11/21/2016,105.94,55.3,29.87,24.99,4.880000000000003,0.46,2.15,2.27,2.32,2.1,2.44,2.0,2.42,2.02,2.38,2.05,2.78,1.76,-1,0.0
729,11/22/2016,105.93,58.05,28.39,25.87,2.5199999999999996,-0.48,2.3,1.1,2.52,1.0,2.61,0.97,2.58,0.98,2.87,0.88,3.38,0.75,-1,0.0
730,11/23/2016,104.56,57.16,28.38,26.18,2.1999999999999993,-0.13,2.39,0.92,2.58,0.85,2.6,0.85,2.57,0.86,3.04,0.72,3.47,0.63,1,0.0
731,11/25/2016,105.73,57.26,28.55,25.57,2.9800000000000004,0.35,2.44,1.22,2.58,1.16,2.52,1.18,2.44,1.22,3.09,0.96,3.31,0.9,-1,0.0
732,11/28/2016,103.36,56.89,28.19,25.48,2.710000000000001,-0.09,2.53,1.07,2.6,1.04,2.58,1.05,2.51,1.08,3.22,0.84,3.19,0.85,-1,0.0
733,11/29/2016,103.82,55.63,27.43,25.24,2.1900000000000013,-0.19,2.58,0.85,2.55,0.86,2.61,0.84,2.66,0.82,3.18,0.69,3.06,0.72,1,0.0
734,11/30/2016,102.2,54.51,28.94,24.97,3.9700000000000024,0.81,2.59,1.53,2.57,1.54,2.56,1.55,2.72,1.46,2.98,1.33,2.52,1.58,-1,0.0
735,12/1/2016,100.18,55.77,28.72,25.05,3.669999999999998,-0.08,2.65,1.38,2.66,1.38,2.64,1.39,2.95,1.24,3.06,1.2,2.81,1.31,-1,0.0
736,12/2/2016,101.1,55.79,28.38,24.3,4.079999999999998,0.11,2.65,1.54,2.69,1.52,2.64,1.55,3.09,1.32,2.89,1.41,3.1,1.32,-1,0.0
737,12/5/2016,103.55,57.18,28.58,24.95,3.629999999999999,-0.11,2.75,1.32,2.77,1.31,2.75,1.32,3.26,1.11,3.11,1.17,3.32,1.09,-1,0.0
738,12/6/2016,102.0,56.65,28.57,25.27,3.3000000000000007,-0.09,2.81,1.17,2.77,1.19,2.91,1.13,3.32,0.99,3.32,0.99,3.51,0.94,-1,0.0
739,12/7/2016,105.25,57.39,29.72,26.5,3.219999999999999,-0.02,2.83,1.14,2.83,1.14,3.02,1.07,3.29,0.98,3.36,0.96,3.73,0.86,-1,0.0
740,12/8/2016,104.82,57.08,30.37,26.48,3.8900000000000006,0.21,2.85,1.36,2.95,1.32,3.13,1.24,3.28,1.19,3.44,1.13,3.58,1.09,-1,0.0
741,12/9/2016,104.41,56.55,30.95,25.94,5.009999999999998,0.29,2.86,1.75,3.08,1.63,3.25,1.54,3.2,1.57,3.68,1.36,3.62,1.38,-1,0.0
742,12/12/2016,103.28,55.85,29.0,25.86,3.1400000000000006,-0.37,2.99,1.05,3.27,0.96,3.42,0.92,3.4,0.92,3.83,0.82,3.81,0.82,1,0.0
743,12/13/2016,103.32,56.33,28.41,25.49,2.9200000000000017,-0.07,3.09,0.94,3.34,0.87,3.43,0.85,3.48,0.84,3.75,0.78,3.71,0.79,1,0.0
744,12/14/2016,103.28,54.91,28.11,25.39,2.719999999999999,-0.07,3.16,0.86,3.38,0.8,3.39,0.8,3.48,0.78,3.59,0.76,3.64,0.75,1,0.0
745,12/15/2016,104.35,54.04,28.65,25.57,3.0799999999999983,0.13,3.22,0.96,3.37,0.91,3.35,0.92,3.48,0.89,3.46,0.89,3.54,0.87,1,0.0
746,12/16/2016,103.43,53.78,29.48,23.91,5.57,0.81,3.28,1.7,3.34,1.67,3.25,1.71,3.55,1.57,3.43,1.62,3.37,1.65,-1,0.0
747,12/19/2016,103.54,53.67,28.29,23.93,4.359999999999999,-0.22,3.44,1.27,3.46,1.26,3.43,1.27,3.69,1.18,3.76,1.16,3.49,1.25,-1,0.0
748,12/20/2016,104.54,54.54,28.99,24.14,4.849999999999998,0.11,3.5,1.39,3.43,1.41,3.56,1.36,3.74,1.3,3.83,1.27,3.73,1.3,-1,0.0
749,12/21/2016,104.17,54.59,28.9,23.75,5.149999999999999,0.06,3.56,1.45,3.55,1.45,3.67,1.4,3.81,1.35,3.81,1.35,4.12,1.25,-1,0.0
750,12/22/2016,104.31,53.54,30.11,22.48,7.629999999999999,0.48,3.64,2.1,3.71,2.06,3.81,2.0,3.93,1.94,4.09,1.87,4.6,1.66,-1,0.0
751,12/23/2016,104.71,53.3,30.71,22.58,8.130000000000003,0.07,3.76,2.16,3.95,2.06,4.13,1.97,4.29,1.9,4.77,1.7,5.51,1.48,-1,0.0
752,12/27/2016,104.8,53.78,31.95,22.72,9.23,0.14,4.02,2.3,4.24,2.18,4.37,2.11,4.7,1.96,5.54,1.67,6.02,1.53,-1,0.0
753,12/28/2016,103.68,53.81,31.63,22.7,8.93,-0.03,4.34,2.06,4.61,1.94,4.7,1.9,5.15,1.73,6.42,1.39,7.0,1.28,-1,0.0
754,12/29/2016,103.77,53.63,31.9,22.73,9.169999999999998,0.03,4.61,1.99,4.87,1.88,4.99,1.84,5.48,1.67,6.9,1.33,7.81,1.17,-1,0.0
755,12/30/2016,103.25,53.35,31.48,22.44,9.04,-0.01,4.9,1.84,5.16,1.75,5.31,1.7,5.98,1.51,7.58,1.19,8.62,1.05,-1,0.0
756,1/3/2017,105.39,53.4,31.87,23.48,8.39,-0.07,5.21,1.61,5.42,1.55,5.65,1.48,6.49,1.29,8.18,1.03,8.9,0.94,-1,0.0
757,1/4/2017,106.39,53.72,33.04,24.2,8.84,0.05,5.41,1.63,5.67,1.56,5.95,1.49,6.96,1.27,8.65,1.02,8.95,0.99,-1,0.0
758,1/5/2017,106.99,53.24,33.05,23.25,9.799999999999997,0.11,5.65,1.73,5.96,1.64,6.24,1.57,7.44,1.32,8.82,1.11,8.87,1.1,-1,0.0
759,1/6/2017,107.76,53.18,33.47,23.34,10.129999999999999,0.03,5.91,1.71,6.31,1.61,6.53,1.55,7.79,1.3,9.06,1.12,9.05,1.12,-1,0.0
760,1/9/2017,107.55,52.93,33.77,23.84,9.930000000000003,-0.02,6.2,1.6,6.64,1.5,6.94,1.43,8.27,1.2,9.19,1.08,9.24,1.07,-1,0.0
761,1/10/2017,107.32,53.24,32.73,23.91,8.819999999999997,-0.11,6.51,1.35,6.9,1.28,7.35,1.2,8.7,1.01,9.33,0.95,9.42,0.94,-1,0.0
762,1/11/2017,107.81,52.52,34.19,23.7,10.489999999999998,0.19,6.76,1.55,7.19,1.46,7.71,1.36,9.0,1.17,9.28,1.13,9.5,1.1,-1,0.0
763,1/12/2017,108.71,51.83,34.51,24.0,10.509999999999998,0.0,7.06,1.49,7.59,1.38,8.14,1.29,9.24,1.14,9.49,1.11,9.83,1.07,-1,0.0
764,1/13/2017,108.7,51.33,33.98,23.66,10.319999999999997,-0.02,7.31,1.41,8.0,1.29,8.44,1.22,9.44,1.09,9.79,1.05,9.98,1.03,-1,0.0
765,1/17/2017,108.4,52.14,32.89,24.15,8.740000000000002,-0.15,7.64,1.14,8.38,1.04,8.79,0.99,9.53,0.92,10.0,0.87,10.01,0.87,-1,0.0
766,1/18/2017,108.66,50.9,32.32,23.97,8.350000000000001,-0.04,7.9,1.06,8.55,0.98,9.01,0.93,9.51,0.88,9.85,0.85,9.78,0.85,1,0.0
767,1/19/2017,108.53,51.49,32.25,23.87,8.379999999999999,0.0,8.16,1.03,8.76,0.96,9.2,0.91,9.45,0.89,9.59,0.87,9.68,0.87,1,0.0
768,1/20/2017,109.96,51.85,34.2,24.2,10.000000000000004,0.19,8.4,1.19,8.95,1.12,9.25,1.08,9.39,1.06,9.37,1.07,9.26,1.08,-1,0.0
769,1/23/2017,109.63,52.1,35.25,23.76,11.489999999999998,0.15,8.6,1.34,9.2,1.25,9.36,1.23,9.53,1.21,9.54,1.2,9.16,1.25,-1,0.0
770,1/24/2017,109.92,52.68,36.85,24.18,12.670000000000002,0.1,8.92,1.42,9.4,1.35,9.49,1.34,9.75,1.3,9.68,1.31,9.39,1.35,-1,0.0
771,1/25/2017,110.19,52.61,36.54,24.34,12.2,-0.04,9.28,1.31,9.64,1.27,9.71,1.26,9.99,1.22,9.99,1.22,10.18,1.2,-1,0.0
772,1/26/2017,109.38,52.01,36.21,23.87,12.34,0.01,9.6,1.29,9.8,1.26,9.89,1.25,10.16,1.21,10.26,1.2,10.95,1.13,-1,0.0
773,1/27/2017,109.84,50.77,36.51,22.58,13.93,0.13,9.81,1.42,9.98,1.4,10.08,1.38,10.36,1.34,10.78,1.29,11.74,1.19,-1,0.0
774,1/30/2017,109.3,51.35,35.39,22.88,12.510000000000002,-0.1,10.08,1.24,10.23,1.22,10.41,1.2,10.79,1.16,11.57,1.08,12.53,1.0,-1,0.0
775,1/31/2017,106.33,51.48,35.29,23.03,12.259999999999998,-0.02,10.23,1.2,10.41,1.18,10.62,1.15,10.95,1.12,12.16,1.01,12.73,0.96,-1,0.0
776,2/1/2017,105.0,50.61,36.63,22.53,14.100000000000001,0.15,10.38,1.36,10.62,1.33,10.77,1.31,11.1,1.27,12.49,1.13,12.65,1.11,-1,0.0
777,2/2/2017,105.14,50.7,35.63,22.79,12.840000000000003,-0.09,10.6,1.21,10.89,1.18,11.0,1.17,11.41,1.13,12.86,1.0,13.03,0.99,-1,0.0
778,2/3/2017,106.58,49.56,35.68,22.97,12.71,-0.01,10.77,1.18,11.05,1.15,11.17,1.14,11.76,1.08,12.88,0.99,13.13,0.97,-1,0.0
779,2/6/2017,106.59,49.36,35.49,22.98,12.510000000000002,-0.02,10.97,1.14,11.19,1.12,11.4,1.1,12.12,1.03,12.96,0.97,12.88,0.97,-1,0.0
780,2/7/2017,106.6,48.32,34.89,22.74,12.150000000000002,-0.03,11.14,1.09,11.32,1.07,11.52,1.05,12.46,0.98,12.98,0.94,12.88,0.94,-1,0.0
781,2/8/2017,106.72,49.09,34.94,23.31,11.629999999999999,-0.04,11.24,1.03,11.5,1.01,11.62,1.0,12.64,0.92,12.73,0.91,12.86,0.9,-1,0.0
782,2/9/2017,107.3,49.47,34.49,23.97,10.520000000000003,-0.1,11.31,0.93,11.56,0.91,11.69,0.9,12.65,0.83,12.6,0.83,12.37,0.85,1,0.0
783,2/10/2017,107.27,50.32,35.84,24.36,11.480000000000004,0.09,11.34,1.01,11.56,0.99,11.8,0.97,12.48,0.92,12.35,0.93,11.9,0.96,1,0.0
784,2/13/2017,108.28,50.39,36.71,23.63,13.080000000000002,0.14,11.46,1.14,11.62,1.13,11.98,1.09,12.42,1.05,11.98,1.09,11.66,1.12,-1,0.0
785,2/14/2017,108.88,50.87,36.32,24.2,12.120000000000001,-0.07,11.58,1.05,11.85,1.02,12.26,0.99,12.48,0.97,12.01,1.01,11.77,1.03,-1,0.0
786,2/15/2017,109.66,50.52,34.49,24.39,10.100000000000001,-0.17,11.65,0.87,12.05,0.84,12.38,0.82,12.33,0.82,11.93,0.85,11.77,0.86,1,0.0
787,2/16/2017,109.3,50.37,33.52,24.06,9.460000000000004,-0.06,11.64,0.81,12.14,0.78,12.3,0.77,12.12,0.78,11.58,0.82,11.46,0.83,1,0.0
788,2/17/2017,109.42,52.68,34.11,24.47,9.64,0.02,11.67,0.83,12.11,0.8,12.11,0.8,11.89,0.81,11.2,0.86,11.25,0.86,1,0.0
789,2/21/2017,110.16,52.42,33.93,25.03,8.899999999999999,-0.08,11.73,0.76,12.01,0.74,11.96,0.74,11.52,0.77,10.91,0.82,10.88,0.82,1,0.0
790,2/22/2017,109.44,53.5,33.22,24.87,8.349999999999998,-0.06,11.76,0.71,11.81,0.71,11.76,0.71,11.19,0.75,10.68,0.78,10.04,0.83,1,0.0
791,2/23/2017,110.74,52.55,31.82,23.97,7.850000000000001,-0.06,11.68,0.67,11.61,0.68,11.43,0.69,10.83,0.72,10.24,0.77,9.29,0.84,1,0.0
792,2/24/2017,111.0,53.06,31.15,24.7,6.449999999999999,-0.18,11.52,0.56,11.38,0.57,11.16,0.58,10.44,0.62,9.49,0.68,8.84,0.73,1,0.0
793,2/27/2017,110.57,53.07,31.49,25.2,6.289999999999999,-0.02,11.23,0.56,10.98,0.57,10.82,0.58,9.96,0.63,8.68,0.72,8.24,0.76,1,0.0
794,2/28/2017,110.46,52.45,31.42,24.82,6.600000000000001,0.05,10.96,0.6,10.65,0.62,10.36,0.64,9.52,0.69,8.13,0.81,7.57,0.87,1,0.0
795,3/1/2017,112.31,52.83,32.15,24.33,7.82,0.18,10.7,0.73,10.36,0.75,9.99,0.78,9.19,0.85,7.73,1.01,7.11,1.1,1,0.0
796,3/2/2017,111.33,53.34,31.56,25.13,6.43,-0.18,10.43,0.62,10.03,0.64,9.7,0.66,8.89,0.72,7.47,0.86,7.0,0.92,1,0.0
797,3/3/2017,111.74,52.59,30.95,24.69,6.259999999999998,-0.03,10.15,0.62,9.69,0.65,9.35,0.67,8.33,0.75,7.11,0.88,6.72,0.93,1,0.0
798,3/6/2017,111.36,53.01,30.83,24.39,6.439999999999998,0.03,9.88,0.65,9.35,0.69,9.0,0.72,7.85,0.82,6.81,0.95,6.68,0.96,1,0.0
799,3/7/2017,110.96,52.62,30.2,24.18,6.02,-0.07,9.53,0.63,9.03,0.67,8.69,0.69,7.54,0.8,6.61,0.91,6.71,0.9,1,0.0
800,3/8/2017,110.98,52.81,29.62,24.23,5.390000000000001,-0.1,9.22,0.58,8.71,0.62,8.43,0.64,7.25,0.74,6.55,0.82,6.59,0.82,1,0.0
801,3/9/2017,110.79,52.66,29.34,24.13,5.210000000000001,-0.03,8.89,0.59,8.38,0.62,8.07,0.65,6.9,0.76,6.42,0.81,6.11,0.85,1,0.0
802,3/10/2017,111.21,52.93,29.42,24.27,5.150000000000002,-0.01,8.55,0.6,8.1,0.64,7.61,0.68,6.59,0.78,6.22,0.83,5.86,0.88,1,0.0
803,3/13/2017,111.53,53.1,29.42,23.54,5.880000000000003,0.14,8.24,0.71,7.77,0.76,7.2,0.82,6.33,0.93,5.84,1.01,5.64,1.04,1,0.0
804,3/14/2017,110.49,53.26,28.68,23.7,4.98,-0.15,7.97,0.62,7.39,0.67,6.95,0.72,6.16,0.81,5.76,0.86,5.53,0.9,1,0.0
805,3/15/2017,112.02,53.88,28.85,23.87,4.98,0.0,7.72,0.65,7.01,0.71,6.69,0.74,6.04,0.82,5.58,0.89,5.32,0.94,1,0.0
806,3/16/2017,112.67,54.15,28.71,23.93,4.780000000000001,-0.04,7.43,0.64,6.74,0.71,6.41,0.75,5.93,0.81,5.37,0.89,5.24,0.91,1,0.0
807,3/17/2017,112.83,53.95,29.29,24.1,5.189999999999998,0.09,7.05,0.74,6.5,0.8,6.17,0.84,5.78,0.9,5.2,1.0,5.15,1.01,1,0.0
808,3/20/2017,112.41,53.87,30.39,23.46,6.93,0.34,6.74,1.03,6.26,1.11,5.98,1.16,5.56,1.25,5.17,1.34,5.16,1.34,-1,0.0
809,3/21/2017,110.71,53.05,29.54,22.82,6.719999999999999,-0.03,6.59,1.02,6.16,1.09,5.93,1.13,5.6,1.2,5.41,1.24,5.37,1.25,-1,0.0
810,3/22/2017,111.45,53.09,29.23,23.07,6.16,-0.08,6.47,0.95,6.07,1.01,5.95,1.04,5.64,1.09,5.64,1.09,5.72,1.08,-1,0.0
811,3/23/2017,111.6,53.87,29.39,23.3,6.09,-0.01,6.31,0.97,5.98,1.02,5.94,1.03,5.62,1.08,5.68,1.07,5.96,1.02,-1,0.0
812,3/24/2017,111.98,54.06,29.18,23.27,5.91,-0.03,6.18,0.96,5.96,0.99,5.91,1.0,5.62,1.05,5.84,1.01,6.22,0.95,-1,0.0
813,3/27/2017,111.94,54.69,29.24,23.28,5.959999999999997,0.01,6.07,0.98,5.94,1.0,5.8,1.03,5.66,1.05,5.97,1.0,6.36,0.94,-1,0.0
814,3/28/2017,112.47,55.32,30.24,23.78,6.459999999999997,0.08,5.98,1.08,5.91,1.09,5.77,1.12,5.73,1.13,6.14,1.05,6.17,1.05,-1,0.0
815,3/29/2017,112.06,56.2,30.86,24.72,6.140000000000001,-0.05,5.98,1.03,5.84,1.05,5.78,1.06,5.84,1.05,6.32,0.97,6.12,1.0,-1,0.0
816,3/30/2017,112.67,54.13,29.67,24.45,5.220000000000002,-0.15,5.98,0.87,5.82,0.9,5.76,0.91,5.86,0.89,6.21,0.84,6.11,0.85,1,0.0
817,3/31/2017,112.47,54.97,29.35,24.29,5.060000000000002,-0.03,5.91,0.86,5.77,0.88,5.71,0.89,5.88,0.86,5.99,0.84,5.94,0.85,1,0.0
818,4/3/2017,112.24,54.64,28.42,23.71,4.710000000000001,-0.07,5.79,0.81,5.7,0.83,5.7,0.83,5.88,0.8,5.83,0.81,5.77,0.82,1,0.0
819,4/4/2017,112.09,53.94,29.23,23.19,6.039999999999999,0.28,5.71,1.06,5.63,1.07,5.67,1.07,5.88,1.03,5.64,1.07,5.52,1.09,-1,0.0
820,4/5/2017,112.07,53.84,28.8,22.9,5.900000000000002,-0.02,5.7,1.04,5.66,1.04,5.72,1.03,5.95,0.99,5.66,1.04,5.43,1.09,-1,0.0
821,4/6/2017,112.43,54.19,29.66,24.05,5.609999999999999,-0.05,5.68,0.99,5.7,0.98,5.72,0.98,5.86,0.96,5.65,0.99,5.39,1.04,-1,0.0
822,4/7/2017,112.24,54.2,29.51,24.03,5.48,-0.02,5.66,0.97,5.72,0.96,5.76,0.95,5.77,0.95,5.53,0.99,5.46,1.0,1,0.0
823,4/10/2017,112.32,54.7,29.86,24.3,5.559999999999999,0.01,5.66,0.98,5.7,0.98,5.79,0.96,5.72,0.97,5.43,1.02,5.55,1.0,1,0.0
824,4/11/2017,112.11,55.06,29.65,24.5,5.149999999999999,-0.07,5.68,0.91,5.73,0.9,5.83,0.88,5.67,0.91,5.48,0.94,5.72,0.9,1,0.0
825,4/12/2017,111.47,55.04,28.62,24.3,4.32,-0.16,5.68,0.76,5.74,0.75,5.83,0.74,5.61,0.77,5.49,0.79,5.54,0.78,1,0.0
826,4/13/2017,111.22,54.8,28.42,23.69,4.73,0.09,5.61,0.84,5.72,0.83,5.68,0.83,5.47,0.86,5.44,0.87,5.22,0.91,1,0.0
827,4/17/2017,112.67,55.04,27.51,23.89,3.620000000000001,-0.23,5.6,0.65,5.69,0.64,5.56,0.65,5.33,0.68,5.25,0.69,5.05,0.72,1,0.0
828,4/18/2017,112.52,55.16,27.08,23.92,3.1599999999999966,-0.13,5.53,0.57,5.52,0.57,5.41,0.58,5.12,0.62,4.92,0.64,4.68,0.68,1,0.0
829,4/19/2017,112.29,55.52,26.6,24.22,2.3800000000000026,-0.25,5.46,0.44,5.33,0.45,5.24,0.45,4.94,0.48,4.57,0.52,4.2,0.57,1,0.0
830,4/20/2017,114.59,56.44,26.58,25.42,1.1599999999999966,-0.51,5.33,0.22,5.13,0.23,5.03,0.23,4.72,0.25,4.13,0.28,3.64,0.32,1,0.0
831,4/21/2017,114.27,55.85,26.0,25.61,0.39000000000000057,-0.66,5.07,0.08,4.87,0.08,4.75,0.08,4.43,0.09,3.5,0.11,3.01,0.13,1,0.0
832,4/24/2017,115.7,55.92,26.41,25.87,0.5399999999999991,0.38,4.78,0.11,4.58,0.12,4.39,0.12,3.96,0.14,2.82,0.19,2.14,0.25,1,0.0
833,4/25/2017,116.13,56.11,27.34,25.92,1.4199999999999982,1.63,4.53,0.31,4.3,0.33,4.06,0.35,3.51,0.4,2.28,0.62,1.53,0.93,1,0.0
